#Archive/File	Name	Time	Size	Type
Archive	GSE76224_RAW.tar	12/22/2016 10:01:26	2017280	TAR
File	GSM1977058_K562-CD24_HighA_peaks.narrowPeak.gz	07/08/2016 12:35:57	622729	NARROWPEAK
File	GSM1977059_K562-CD24_HighB_peaks.narrowPeak.gz	07/08/2016 12:35:57	517458	NARROWPEAK
File	GSM1977060_K562-CD24_LowA_peaks.narrowPeak.gz	07/08/2016 12:35:57	546338	NARROWPEAK
File	GSM1977061_K562-CD24_LowB_peaks.narrowPeak.gz	07/08/2016 12:35:57	173488	NARROWPEAK
File	GSM2433337_CD24minus-CD24minus_1_peaks.narrowPeak.gz	12/19/2016 17:54:32	16844	NARROWPEAK
File	GSM2433338_CD24minus-CD24minus_2_peaks.narrowPeak.gz	12/19/2016 17:54:32	10425	NARROWPEAK
File	GSM2433339_CD24minus-CD24plus_1_peaks.narrowPeak.gz	12/19/2016 17:54:32	13849	NARROWPEAK
File	GSM2433340_CD24minus-CD24plus_2_peaks.narrowPeak.gz	12/19/2016 17:54:32	15694	NARROWPEAK
File	GSM2433341_CD24plus-CD24minus_1_peaks.narrowPeak.gz	12/19/2016 17:54:32	4478	NARROWPEAK
File	GSM2433342_CD24plus-CD24minus_2_peaks.narrowPeak.gz	12/19/2016 17:54:32	4867	NARROWPEAK
File	GSM2433343_CD24plus-CD24plus_1_peaks.narrowPeak.gz	12/19/2016 17:54:32	45941	NARROWPEAK
File	GSM2433344_CD24plus-CD24plus_2_peaks.narrowPeak.gz	12/19/2016 17:54:32	34236	NARROWPEAK
