#Archive/File	Name	Time	Size	Type
Archive	GSE114964_RAW.tar	05/01/2019 12:43:20	3262187520	TAR
File	GSM3161706_ACI_126_R1.bw	05/25/2018 12:14:02	141812413	BW
File	GSM3161707_ACI_126_R2.bw	05/25/2018 12:26:10	119686926	BW
File	GSM3161708_ACI_158_R1.bw	05/25/2018 12:33:19	120242386	BW
File	GSM3161709_ACI_158_R2.bw	05/25/2018 12:39:54	124937706	BW
File	GSM3161710_AN3_CA_R1.bw	05/25/2018 12:47:03	130374533	BW
File	GSM3161711_AN3_CA_R2.bw	05/25/2018 12:54:03	131286635	BW
File	GSM3161712_Caov3_R1.bw	05/25/2018 13:00:29	139359764	BW
File	GSM3161713_Caov3_R2.bw	05/25/2018 13:08:17	142572151	BW
File	GSM3161714_Ishikawa_R1.bw	05/25/2018 13:15:49	129702297	BW
File	GSM3161715_Ishikawa_R2.bw	05/25/2018 13:22:26	128461713	BW
File	GSM3161716_JHUCS_1_R1.bw	05/25/2018 13:29:29	156666461	BW
File	GSM3161717_JHUCS_1_R2.bw	05/25/2018 13:36:06	159841325	BW
File	GSM3161718_KLE_R1.bw	05/25/2018 13:42:55	124064184	BW
File	GSM3161719_KLE_R2.bw	05/25/2018 13:49:30	126276881	BW
File	GSM3161720_MDA_MB_231_R1.bw	05/25/2018 13:56:35	123439512	BW
File	GSM3161721_MDA_MB_231_R2.bw	05/25/2018 14:04:12	131999788	BW
File	GSM3161722_MDA_MB_436_R1.bw	05/25/2018 14:11:51	153326064	BW
File	GSM3161723_MDA_MB_436_R2.bw	05/25/2018 14:18:44	146856929	BW
File	GSM3161724_OVCAR8_R1.bw	05/25/2018 14:25:18	141584734	BW
File	GSM3161725_OVCAR8_R2.bw	05/25/2018 14:32:41	123590155	BW
File	GSM3161726_SNU685_R1.bw	05/25/2018 14:53:25	148365322	BW
File	GSM3161727_SNU685_R2.bw	05/25/2018 15:00:57	144575886	BW
File	GSM3161728_RL95_2_R1.bw	05/25/2018 14:39:30	134782171	BW
File	GSM3161729_RL95_2_R2.bw	05/25/2018 14:46:37	138358039	BW
