#Archive/File	Name	Time	Size	Type
Archive	GSE121755_RAW.tar	01/04/2019 11:53:59	1337118720	TAR
File	GSM3445655_lv.bw	10/24/2018 15:39:19	114517500	BW
File	GSM3445656_BRG1.bw	10/24/2018 15:27:32	146664974	BW
File	GSM3445657_A2.bw	10/24/2018 14:01:39	120798316	BW
File	GSM3445658_WT_Input.bw	10/24/2018 15:40:06	149107221	BW
File	GSM3445659_BRG_Inp.bw	10/24/2018 15:28:04	127818940	BW
File	GSM3445660_A2_Inp.bw	10/24/2018 14:01:46	145949304	BW
File	GSM3445661_WT_K27.bw	10/24/2018 15:40:25	75736250	BW
File	GSM3445662_BRG_K27.bw	10/24/2018 15:32:08	73751846	BW
File	GSM3445663_A2_K27.bw	10/24/2018 14:02:04	66654658	BW
File	GSM3445664_WT_K4.bw	10/24/2018 15:45:02	41981111	BW
File	GSM3445665_BRG_K4.bw	10/24/2018 15:33:10	43949066	BW
File	GSM3445666_A2_K4.bw	10/24/2018 14:07:38	43152677	BW
File	GSM3445667_H1703_+BRG1_BRG1ChIPSmoothed300.bw	10/24/2018 15:38:47	97655021	BW
File	GSM3445668_H1703_+BRG1_InputSmoothed300.bw	10/24/2018 15:38:46	89367456	BW
