#Archive/File	Name	Time	Size	Type
Archive	GSE128272_RAW.tar	12/19/2019 17:07:45	3871262720	TAR
File	GSM3670036_U87Histone.hg19.250-250.bed.gz	03/13/2019 15:39:55	121836	BED
File	GSM3670036_U87_H3K27Ac_ChIP.tdf	03/12/2019 12:10:58	224067436	TDF
File	GSM3670037_U87_Input.tdf	03/12/2019 12:12:58	113635492	TDF
File	GSM3670039_T98GHistone.hg19.250-250.bed.gz	03/13/2019 15:39:56	843532	BED
File	GSM3670039_T98G_H3K27Ac_ChIP.tdf	03/11/2019 14:26:27	178352637	TDF
File	GSM3670041_T98G_Input.tdf	03/11/2019 14:48:05	203983960	TDF
File	GSM3670042_LN229Histone.hg19.250-250.bed.gz	03/13/2019 15:39:56	478288	BED
File	GSM3670042_LN229_H3K27Ac_ChIP.tdf	03/08/2019 14:54:31	258419640	TDF
File	GSM3670044_LN229_Input.tdf	03/08/2019 15:13:35	161860936	TDF
File	GSM3670045_LNZ308Histone.hg19.250-250.bed.gz	03/13/2019 15:39:56	127019	BED
File	GSM3670045_LNZ308_H3K27Ac_ChIP.tdf	03/08/2019 16:33:03	156644424	TDF
File	GSM3670047_LNZ308_Input.tdf	03/08/2019 16:40:01	211283793	TDF
File	GSM3670049_GSC23Histone.hg19.250-250.bed.gz	03/13/2019 15:39:56	716475	BED
File	GSM3670049_GSC23_H3K27Ac_ChIP.tdf	03/08/2019 11:35:40	165564831	TDF
File	GSM3670050_GSC23_Input.tdf	03/08/2019 11:48:15	154937347	TDF
File	GSM3670052_TS576Histone.hg19.250-250.bed.gz	03/13/2019 15:39:56	727719	BED
File	GSM3670052_TS576_H3K27Ac_ChIP.tdf	03/11/2019 17:12:47	256497690	TDF
File	GSM3670054_TS576_Input.tdf	03/11/2019 17:37:22	224667663	TDF
File	GSM3670055_SF767Histone.hg19.250-250.bed.gz	03/13/2019 15:39:57	956885	BED
File	GSM3670055_SF767_H3K27Ac_ChIP.tdf	03/11/2019 12:17:57	185274039	TDF
File	GSM3670057_SF767_Input.tdf	03/11/2019 12:36:41	116374728	TDF
File	GSM3670058_HN12Histone.hg19.250-250.bed.gz	03/13/2019 15:39:57	931549	BED
File	GSM3670058_HN12_H3K27Ac_ChIP.tdf	03/08/2019 13:12:37	212317435	TDF
File	GSM3670060_HN12_Input.tdf	03/08/2019 13:18:45	193976116	TDF
File	GSM3670062_Cal27Histone.hg19.250-250.bed.gz	03/13/2019 15:39:57	1042348	BED
File	GSM3670062_Cal27_H3K27Ac_ChIP.tdf	03/08/2019 01:03:26	206124010	TDF
File	GSM3670063_Cal27_Input.tdf	03/08/2019 02:11:28	226849511	TDF
File	GSM3670065_Detroit562Histone.hg19.250-250.bed.gz	03/13/2019 15:39:58	1047996	BED
File	GSM3670065_Detroit562_H3K27Ac_ChIP.tdf	03/08/2019 08:35:01	186948984	TDF
File	GSM3670066_Detroit562_Input.tdf	03/08/2019 09:01:33	226454741	TDF
