#Archive/File	Name	Time	Size	Type
Archive	GSE109411_RAW.tar	04/17/2018 19:12:17	4413440	TAR
File	GSM2942549_00251177-CpGminusDMSO-4_S4_L001_P0001_hotspot.bed.gz	01/19/2018 09:19:14	393282	BED
File	GSM2942550_00251177-CpGplusDMSO-1_S1_L001_P0001_hotspot.bed.gz	01/19/2018 09:19:14	396216	BED
File	GSM2942551_00251177-CpGplusPLX5-2_S2_L001_P0001_hotspot.bed.gz	01/19/2018 09:19:14	382488	BED
File	GSM2942552_00252089-CpGminusDMSO-10_S10_L002_P0001_hotspot.bed.gz	01/19/2018 09:19:14	354291	BED
File	GSM2942553_00252089-CpGplusDMSO-7_S7_L002_P0001_hotspot.bed.gz	01/19/2018 09:19:15	365765	BED
File	GSM2942554_00252089-CpGplusPLX5-8_S8_L002_P0001_hotspot.bed.gz	01/19/2018 09:19:15	308630	BED
File	GSM2942555_Veh3a_S31_L006_P0001_hotspot.bed.gz	01/19/2018 09:19:15	335161	BED
File	GSM2942556_PLX3b_S32_L006_P0001_hotspot.bed.gz	01/19/2018 09:19:15	313328	BED
File	GSM2942557_Cpg3c_S33_L006_P0001_hotspot.bed.gz	01/19/2018 09:19:15	384346	BED
File	GSM2942558_Veh4a_S35_L006_P0001_hotspot.bed.gz	01/19/2018 09:19:15	398963	BED
File	GSM2942559_PLX4b_S36_L006_P0001_hotspot.bed.gz	01/19/2018 09:19:15	364244	BED
File	GSM2942560_Cpg4c_S37_L006_P0001_hotspot.bed.gz	01/19/2018 09:19:16	397785	BED
