#Archive/File	Name	Time	Size	Type
Archive	GSE128444_RAW.tar	05/19/2020 14:17:14	1661870080	TAR
File	GSM3675292_MCF7.bw	03/08/2019 09:36:01	193850623	BW
File	GSM3675293_TamR.bw	03/08/2019 09:36:02	95834655	BW
File	GSM4214060_MCF7P.bw	11/21/2019 11:14:03	230840401	BW
File	GSM4214061_MCF7R.bw	11/21/2019 11:14:08	234149151	BW
File	GSM4214062_T47DP.bw	11/21/2019 11:14:17	212594364	BW
File	GSM4214063_T47DR.bw	11/21/2019 11:14:18	185454094	BW
File	GSM4214064_T47D_Ctrl.bw	11/21/2019 11:13:44	137858892	BW
File	GSM4214065_T47D_oeJUN.bw	11/21/2019 11:13:45	106817603	BW
File	GSM4214066_T47D_shGATA3.bw	11/21/2019 11:13:45	144587502	BW
File	GSM4214067_T47D_Both.bw	11/21/2019 11:13:46	119872267	BW
