#Archive/File	Name	Time	Size	Type
Archive	GSE69143_RAW.tar	02/01/2016 14:06:21	3143946240	TAR
File	GSM1865826_mm9_GRO-seq_12hr7SKASO_rep3_minus.bw	08/31/2015 16:32:00	145178645	BW
File	GSM1865826_mm9_GRO-seq_12hr7SKASO_rep3_pos.bw	08/31/2015 16:32:02	149574905	BW
File	GSM1865827_mm9_GRO-seq_12hr7SKASO_rep4_minus.bw	08/31/2015 16:32:05	136332291	BW
File	GSM1865827_mm9_GRO-seq_12hr7SKASO_rep4_pos.bw	08/31/2015 16:32:07	140078886	BW
File	GSM1865828_mm9_GRO-seq_12hrControlASO_rep3_minus.bw	08/31/2015 16:32:09	123981077	BW
File	GSM1865828_mm9_GRO-seq_12hrControlASO_rep3_pos.bw	08/31/2015 16:32:11	127519388	BW
File	GSM1865829_mm9_GRO-seq_12hrControlASO_rep4_minus.bw	08/31/2015 16:32:12	92441049	BW
File	GSM1865829_mm9_GRO-seq_12hrControlASO_rep4_pos.bw	08/31/2015 16:32:14	94753573	BW
File	GSM1936089_mm9_ChIP-seq_panH3_12hrControlASO_rep1.bw	11/08/2015 17:40:45	310528911	BW
File	GSM1936090_mm9_ChIP-seq_panH3_12hrControlASO_rep2.bw	11/08/2015 17:40:58	292134316	BW
File	GSM1936091_mm9_ChIP-seq_panH3_12hr7SKASO_rep1.bw	11/08/2015 17:39:20	417999249	BW
File	GSM1936092_mm9_ChIP-seq_panH3_12hr7SKASO_rep2.bw	11/08/2015 17:38:26	100878615	BW
File	GSM1936093_mm9_ChIP-seq_H3K36me3_12hrControlASO_rep1.bw	11/08/2015 17:38:36	321561201	BW
File	GSM1936094_mm9_ChIP-seq_H3K36me3_12hrControlASO_rep2.bw	11/08/2015 17:38:19	286818919	BW
File	GSM1936095_mm9_ChIP-seq_H3K36me3_12hr7SKASO_rep1.bw	11/08/2015 17:37:37	171344917	BW
File	GSM1936096_mm9_ChIP-seq_H3K36me3_12hr7SKASO_rep2.bw	11/08/2015 17:37:50	232799091	BW
