#Archive/File	Name	Time	Size	Type
Archive	GSE89668_RAW.tar	03/02/2018 09:40:24	22888345600	TAR
File	GSM2386474_ATAC_D1_DMSO.bw	11/08/2016 11:52:55	71154179	BW
File	GSM2386475_ATAC_D2_DMSO.bw	11/08/2016 10:49:19	72638050	BW
File	GSM2386476_ATAC_D1_J4.bw	11/08/2016 11:43:28	60351926	BW
File	GSM2386477_ATAC_D2_J4.bw	11/08/2016 09:10:01	114175222	BW
File	GSM2386478_DMSO_K4_D1.bw	11/07/2016 13:40:52	2209547765	BW
File	GSM2386479_DMSO_K4_D2.bw	11/07/2016 13:11:13	1666489281	BW
File	GSM2386480_DMSO_K4_D3.bw	11/07/2016 12:30:10	2743019315	BW
File	GSM2386481_J4_K4_D1.bw	11/07/2016 14:45:58	1648336453	BW
File	GSM2386482_J4_K4_D2.bw	11/07/2016 12:22:21	1681349854	BW
File	GSM2386483_J4_K4_D3.bw	11/07/2016 14:04:36	3253170272	BW
File	GSM2386484_DMSO_K27_D1.bw	11/07/2016 13:29:36	2539132655	BW
File	GSM2386485_DMSO_K27_D2.bw	11/07/2016 12:28:25	1735810688	BW
File	GSM2386486_J4_K27_D1.bw	11/07/2016 15:29:04	2222754671	BW
File	GSM2386487_J4_K27_D2.bw	11/07/2016 15:26:08	2870401424	BW
